transaction_id,customer_id,amount,transaction_type,transaction_date
d64e32cd-a19e-4f4c-a1c0-7dc729125aa8,CUST1037,1788.74,Airtime,2024-02-28
069de04e-4b41-4c73-9cd7-3fa73cd39b44,CUST1037,91.05,Airtime,2025-02-24
9075daf3-421a-44df-b232-d4b9e46bef7f,CUST1037,878.6,Airtime,2024-03-28
f95aa3f8-3f88-43f9-ba44-0cad8c8618b8,CUST1037,1637.41,Transfer,2023-12-10
675e0fd6-e9d9-438e-8fd4-791245cba181,CUST1037,1489.38,Transfer,2024-06-08
7597e337-f948-4bbe-869b-74a827c188d5,CUST1037,77.75,Airtime,2024-02-21
eb0ca417-d230-4f1c-90a1-63460b25fd30,CUST1037,1549.99,POS,2025-10-31
84bf9929-9eff-4e4a-a0d7-392e4bbd2dd0,CUST1037,1073.96,Bill Payment,2024-08-18
68e8366d-357c-4d77-aff4-cf33f3cbe0e4,CUST1037,101.85,Airtime,2025-06-06
a0a06c04-252e-4b2e-b0d3-bca3d33206db,CUST1037,444.9,Transfer,2025-02-22
8c0b7dc0-c9d2-465e-81c8-0ba0b035ec79,CUST1037,173.24,Transfer,2025-11-25
243fbaa1-2162-4d9f-8c84-a347a03a4487,CUST1037,384.64,Transfer,2024-03-14
106fc00a-78d4-4a8d-ac10-90476929582d,CUST1037,1416.94,Transfer,2025-05-22
a7650ea0-b602-410e-b6e0-af23e3edc6fe,CUST1037,1110.27,Bill Payment,2025-12-01
c0a3df9c-73a0-44ee-8ddf-76c9a78184ac,CUST1037,496.48,Transfer,2024-06-08
9a35b4b1-e5cd-4f6c-9c71-d63c3e0744d4,CUST1037,63.28,Transfer,2025-10-23
e9710fa6-217d-407e-838b-e8454b28923b,CUST1037,1504.59,Airtime,2024-04-10
89c4ca46-5499-4b4e-8a5c-410ba1f609e0,CUST1037,243.54,Bill Payment,2025-09-14
f12f391c-97a8-4458-b8eb-4df577c89e7c,CUST1037,1814.29,Bill Payment,2023-12-19
90190f21-016d-441f-b44a-24ea0ac8f9e1,CUST1037,1207.93,Bill Payment,2025-07-20
b9ff3407-1244-491b-9198-846ab4845629,CUST1037,637.92,Airtime,2025-08-12
7c6a7a31-66bb-4774-a2f3-e014ec2022d3,CUST1037,83.5,Airtime,2024-06-03
13b65b9f-5be7-4dea-8590-4096a0657794,CUST1037,1492.75,Transfer,2024-03-14
aa634d34-30c0-4b85-8124-5e6159f6fffd,CUST1037,193.71,Airtime,2025-04-09
8d65ea1e-df3c-4b45-80a8-7e7b02f6a320,CUST1037,1733.71,POS,2024-09-30
0a77e674-53f7-4758-a6fb-50d847b33f95,CUST1037,1565.95,POS,2024-10-23
8df2319c-57b6-4730-b3cf-c2d6519e6a4e,CUST1037,850.1,Bill Payment,2025-09-02
5d690010-2132-4ed5-aa99-2fb78379fbc3,CUST1037,897.03,Transfer,2024-03-03
112f6242-5c14-48c0-b7df-118d14e7dd23,CUST1037,1818.0,POS,2024-12-05
48b25d71-759f-4598-8ffd-e412cf590076,CUST1037,312.1,Airtime,2025-06-06
4e6693fd-aa8b-468f-951f-272129c85686,CUST1037,733.04,POS,2024-05-17
b8e0e3cf-11a3-4956-9682-826f6ebf38f5,CUST1038,647.68,Bill Payment,2024-08-24
0ec1c0d5-a411-4bbe-8063-948c19aa3520,CUST1038,1821.31,Transfer,2025-01-07
8f482207-c9db-4c9f-8a74-7d7f2058a3f2,CUST1038,549.99,Bill Payment,2025-02-15
54750bac-1764-4974-b708-697ad05c10ec,CUST1038,1339.35,Bill Payment,2024-03-29
95c40c1b-b45e-4df8-b98f-c4887fae4347,CUST1038,378.66,Bill Payment,2025-02-07
de8e7bfe-8986-41f8-83c9-62444863109c,CUST1038,561.64,POS,2025-01-09
929f07a8-314d-4593-8cd4-f6d584836548,CUST1038,271.84,Bill Payment,2025-09-19
711c5823-cae4-4f37-9059-bfca71d4e375,CUST1038,165.53,POS,2025-01-03
577efba4-ac6c-4615-9d33-6f3c9531f509,CUST1038,1232.37,Bill Payment,2025-06-16
990ab07b-3e05-4417-888d-2e1803b9a0e5,CUST1038,947.61,Transfer,2024-02-03
c81e6ac0-e1e0-4159-95e1-34fccb7fd7ff,CUST1038,15.3,Airtime,2024-08-30
37d9196b-1a91-4370-80b8-4278959e4165,CUST1038,1579.83,Bill Payment,2024-07-03
b1232459-8581-4933-8a28-ed42ce176361,CUST1038,1397.39,Bill Payment,2024-08-29
85ee98e2-f3ed-4217-9438-81d6f438ed12,CUST1038,426.51,POS,2025-04-24
01d76598-f32d-4848-be8a-1f215ac6971f,CUST1038,1868.08,Bill Payment,2025-08-03
d1060cae-d995-42da-b9ef-76d0f2bacb01,CUST1038,1989.48,Bill Payment,2025-01-07
fa35fd46-fab7-4055-a668-bc4783534788,CUST1038,704.79,Bill Payment,2024-11-20
145f33cd-3556-4265-95e8-8137ffb44283,CUST1039,1595.47,Airtime,2025-04-23
859bea31-5b2b-49a1-ad11-c0d9479ff2e2,CUST1039,1268.85,Bill Payment,2025-03-04
dd461669-d36c-4c3b-b1a8-1ce66e1764dc,CUST1039,51.9,Airtime,2025-03-29
a5937fbc-b11e-463f-a02e-a75136e10b0c,CUST1039,780.12,Bill Payment,2024-05-01
3e35b19b-eb4c-42bd-89a0-015d4619b04a,CUST1039,1253.14,Bill Payment,2025-01-25
e83a9e18-7b40-4874-bb43-7d3b86de19b8,CUST1039,571.26,Airtime,2024-01-16
4d66c076-69d1-4bbf-a00e-14ea4932cfa1,CUST1039,216.89,Airtime,2024-01-16
7de75c78-bcb6-4744-af16-e8ead11f5293,CUST1039,1055.48,POS,2025-11-02
cc42756b-a769-49f3-822e-9281a16ee68a,CUST1039,647.66,Transfer,2025-01-24
4f3d5fae-43c2-4499-b03f-331d22c5629e,CUST1039,186.36,Bill Payment,2024-05-19
b46f8e5b-5930-44f0-81ec-bb2424395d19,CUST1039,1884.95,POS,2025-04-14
dd51fd9a-cd4b-46ff-a604-09f783e466b2,CUST1039,89.32,POS,2025-05-19
011de5e5-e5d4-4d66-8a0d-b15f9aed316f,CUST1039,1555.55,Airtime,2024-05-27
012ae14d-c929-459e-8b95-be3caa49d3fd,CUST1039,1404.37,POS,2025-04-24
fe3ff655-6755-4b88-be58-517cf555c5f0,CUST1039,22.59,Transfer,2025-07-05
c19482a9-2b4a-4f54-abe7-fdcc35743890,CUST1039,234.52,POS,2025-03-09
4c3a8403-ad28-470a-b5f4-c345f0e7de72,CUST1039,1844.26,Bill Payment,2025-04-08
35a2790b-8ef9-430b-836a-86bb1efa4feb,CUST1039,411.62,Bill Payment,2024-10-25
056cb01f-b9a9-438d-b18d-c8c35af789e3,CUST1039,764.88,Bill Payment,2024-04-22
2569f465-7eaa-4e6d-b127-65eb3d6a4435,CUST1039,294.37,Airtime,2025-06-03
0584c5e4-ae12-41fc-bfce-fadf826f5951,CUST1039,1256.58,Airtime,2025-04-30
970f1cbf-a132-496d-97d4-5d3fa2bc9537,CUST1039,1004.42,POS,2024-02-11
8d9f2856-3699-4ac7-a48e-192c21c2e5dc,CUST1039,1897.62,Bill Payment,2024-06-04
502901e9-b11a-409e-93ab-0b5bfc0cd095,CUST1039,1418.79,Airtime,2024-04-25
c8c1063a-7ab8-481e-a3c5-b9fb1febe8a3,CUST1039,1144.53,Bill Payment,2025-05-22
613f8dcf-f96f-4125-a0fd-1bde160bdc8f,CUST1039,917.09,Transfer,2024-08-28
3284f658-d25b-4a4a-bb8d-2c14e20ee903,CUST1039,1021.75,Airtime,2025-06-19
8ae863f4-1956-4215-9785-6ea795ba6e5f,CUST1039,367.56,Bill Payment,2024-07-10
773c4db9-4910-409e-81e9-cae3c5ef75a5,CUST1039,1479.65,Transfer,2025-10-03
80372340-91ba-410e-bab5-b3c0d8edc055,CUST1039,1295.38,POS,2024-09-06
d056680f-69cb-4e07-bf1e-42f7018a8ef5,CUST1039,1106.1,Transfer,2024-05-18
e4e02be5-a838-4d8b-ae25-dd99b275dd6f,CUST1039,323.4,Bill Payment,2024-08-17
b122363e-54a5-4e91-9445-66df91de73e7,CUST1039,208.04,Transfer,2024-08-27
a3bb882d-8229-403d-a32b-9b1087760117,CUST1039,1965.71,POS,2024-06-18
c00b447b-def9-4a4e-a470-0062f2747dec,CUST1039,1920.99,Airtime,2025-07-08
118c0b31-42fd-496f-9902-f3f4cf53e67b,CUST1039,118.28,POS,2024-04-24
833f5605-c2ff-4a5e-a80d-56e3173ea255,CUST1039,1355.25,Airtime,2025-07-07
6bd0e2a2-680d-4e3b-b0d5-1bd603271794,CUST1039,136.73,POS,2025-05-12
a309f138-5ccd-4c4c-827a-9b9d767df42b,CUST1039,1781.57,Bill Payment,2025-02-09
ea73cb9d-aa28-4a58-832e-c46d5627fdc6,CUST1039,1301.84,Airtime,2025-03-13
cee85b89-d84e-4fd5-a178-6743b6180566,CUST1039,1157.47,Airtime,2024-10-04
d35f065c-c449-4e4f-910a-0899755ae6d4,CUST1039,616.64,Transfer,2024-06-19
f5b79bcf-e1ee-4e66-9ff8-b464cb1c5b14,CUST1039,38.3,POS,2025-03-30
7838d00d-da9a-4b3c-8e7d-8016a4bb5366,CUST1039,604.14,Transfer,2024-08-01
07817186-efd8-48c3-9de2-c6392beaa83c,CUST1039,518.5,Airtime,2025-05-13
80c6ce29-57ad-4a55-9368-4eb62173a437,CUST1040,1356.68,Airtime,2024-02-08
b91d593f-f1b0-475d-b0dd-3c74e196ec3e,CUST1040,1240.07,Transfer,2024-12-29
75fab386-84ef-49f0-8e43-9b8b97ab08b0,CUST1040,89.89,POS,2024-02-01
4a7067c7-d20a-45a8-8168-bf7f8392807a,CUST1040,1805.58,Bill Payment,2025-02-22
62f511fa-8359-431b-bede-2e9a4494a143,CUST1040,1751.11,Bill Payment,2024-11-29
7ddb9fea-5a8d-48bb-90cb-bd50c414b948,CUST1040,994.44,Airtime,2025-06-04
53b0c618-64f5-4517-ae8c-37a36c71e10e,CUST1040,9.23,Bill Payment,2024-11-11
03aef518-9043-4f72-9e17-3216480c5b44,CUST1040,431.01,Transfer,2024-04-11
8125effb-08df-4133-998e-ce820134e787,CUST1040,368.04,POS,2024-08-10
0fe3c403-a530-4ec0-86fe-b5fba13f04ae,CUST1040,981.39,Transfer,2025-11-12
1d66f641-757e-474a-9270-352c14593d5d,CUST1040,1177.71,POS,2024-05-12
b5506109-00c2-43ee-8139-9e3f00e7358f,CUST1040,420.6,POS,2025-03-27
12bf1281-19c5-43f4-8fc9-88f2a605a75a,CUST1040,1747.94,Airtime,2025-05-13
c41923c7-4314-4f9e-907b-963840f38307,CUST1040,1639.04,Bill Payment,2024-07-16
5f7d5bc7-0580-4acd-a74d-36214f574512,CUST1040,785.88,Airtime,2024-02-01
40955041-1445-4fd2-80a2-1daec01a3694,CUST1040,987.12,POS,2024-08-04
64030843-1f13-4dd1-abe1-7ddca2cdfe84,CUST1040,1771.99,Airtime,2023-12-29
a08dab93-bf60-459f-bd1d-397c57555dd4,CUST1040,1564.08,Airtime,2025-05-13
0d482459-3a7d-4382-82be-68d2ca21f456,CUST1040,1567.05,POS,2024-08-11
cc6afa80-e475-454e-b724-843b57ae0d91,CUST1040,1231.16,Airtime,2025-10-02
25b549e8-7292-43d2-9ddf-019ab8dda63b,CUST1040,927.49,Bill Payment,2025-03-23
b7d7b8ce-989c-4524-9a49-bbb3a512370e,CUST1040,1399.04,Bill Payment,2024-12-15
17b17fdf-57a6-4a39-b7d3-74e3e6c3b515,CUST1040,221.33,Airtime,2025-05-14
2eb058ba-f46b-406e-a7eb-b4f8c7e48d6d,CUST1040,1401.89,POS,2025-02-08
6901e15a-e7bb-4799-968c-9355b0e171b4,CUST1040,1961.91,Airtime,2025-08-26
c6a4f84e-b0c7-410e-89b5-8105d13746f7,CUST1040,190.25,POS,2024-01-15
42832b79-e4de-4871-bfa2-5e804f2ce17b,CUST1040,1994.34,Bill Payment,2025-06-30
61e1fe98-5441-4a6c-9a77-b5f7f61067ec,CUST1040,1209.1,Transfer,2023-12-20
5d436b24-180d-4259-a05e-a9e69cd45a97,CUST1040,359.12,POS,2025-01-12
fbf3a906-feb4-4977-851c-a728fbbc9cac,CUST1040,1534.9,Bill Payment,2024-07-31
035065a2-34fd-42d1-af1e-effa77e985df,CUST1040,1971.23,Airtime,2025-10-12
f313e7be-f714-45c4-ad17-00255aba0702,CUST1040,1958.58,POS,2024-10-24
c4c5b155-d550-46bb-b0e8-ae120db6cb69,CUST1040,969.47,Bill Payment,2025-10-13
c491fa44-e1e6-4bc5-90c7-09aae6c915b4,CUST1040,491.88,Airtime,2025-11-29
fb3de03b-651e-495d-bdf6-2c1bdcbd52a6,CUST1040,237.03,Airtime,2025-05-29
f8a75c29-56bb-49c2-95ce-0b4a7055ba95,CUST1040,1549.19,Transfer,2024-09-12
1f444a58-cd11-45d1-80e4-0e8a5f2417f6,CUST1041,1861.29,Transfer,2024-06-13
c25ed1e9-4e86-4a00-b9a4-66c4a35122dd,CUST1041,1727.71,Airtime,2024-01-06
cd9b2d8b-3d12-4305-86ba-83b322d79841,CUST1041,1420.84,Bill Payment,2024-03-06
b1592fa0-7069-40ac-aa40-eb53b5fbc42e,CUST1041,1381.94,Bill Payment,2025-04-26
7eb57bce-a752-4c7e-bfe5-dbea5d6183a4,CUST1041,1754.41,Transfer,2025-04-21
1d450b9c-451f-4bb9-b47c-6e276471150c,CUST1041,1800.17,Transfer,2025-04-12
d6cc702b-16da-4500-8cc5-a8f2f7acd64c,CUST1041,1669.06,POS,2024-03-12
6c4ba996-2bf2-4338-9631-b0d209379acf,CUST1041,357.96,Bill Payment,2024-04-13
67d3208d-dbbd-4e43-b7da-b19cd496868b,CUST1041,883.56,Transfer,2024-07-22
192c9766-aa7d-4248-873a-eba9b6eca73d,CUST1041,1325.5,Bill Payment,2025-01-28
2362a376-569b-4b51-8306-4ea087310227,CUST1041,468.44,Airtime,2025-08-08
e7b7ec39-61fb-4944-a92b-eecf9fe413fc,CUST1041,955.87,Transfer,2024-02-19
a062de2f-b846-48a3-8b47-c69a0f116780,CUST1041,905.76,Airtime,2025-04-08
39d57e58-d6ff-4036-91cd-535faf55cdad,CUST1041,7.63,Bill Payment,2025-02-08
a9c2f780-7182-42ad-b124-67d9f3605bc6,CUST1041,1638.72,Airtime,2024-09-02
48e45de1-ae6b-4273-a023-2911bf9962d1,CUST1041,451.34,POS,2024-04-11
32bf8c93-4e3c-400c-a7e9-3e98e8248eaa,CUST1041,1713.96,Transfer,2024-06-14
08b351f4-664f-4041-894c-496148230f9f,CUST1041,598.27,Transfer,2023-12-14
442443c9-b576-4afb-a802-b0815c652890,CUST1041,661.54,Airtime,2024-01-12
3716c60a-1c42-4278-b485-494ae0ffe547,CUST1041,1984.62,Airtime,2023-12-22
81d81eb2-8a8b-400c-b267-eec6cd3405e0,CUST1041,278.09,POS,2024-02-08
7bdc06b5-06e8-4333-a20e-88023f01dc9c,CUST1041,1898.65,Airtime,2024-03-07
68914ee8-fd92-4bd4-925a-340dcf7e4869,CUST1041,1110.63,Transfer,2025-10-02
c5ab2f9c-8627-46d2-883d-4a0286c386a7,CUST1041,1515.87,POS,2024-01-11
0690cdbb-45b3-44f9-a5ec-944e7346dc70,CUST1041,1643.96,Transfer,2025-11-23
229a27b3-6d93-4356-bc72-bd153a38ff38,CUST1041,539.0,Airtime,2024-04-07
4b5681f1-3fc4-4afc-9000-4b1e67376f82,CUST1041,560.11,Transfer,2025-01-08
612fe074-fdb2-4049-891e-83815bc675f6,CUST1041,1773.14,POS,2025-07-13
6a55081a-f4a0-4a8f-b3d0-fe8766ead537,CUST1041,1429.57,Transfer,2024-07-14
4e3f7bf6-0ae6-4a99-a8eb-4c4354c11e24,CUST1041,914.04,POS,2024-09-29
e85e33f7-fc1c-4c46-9239-1287dcb26553,CUST1041,1816.78,POS,2025-08-03
ecdb53f5-4a77-4779-a942-56bed40baac9,CUST1041,411.14,POS,2024-11-01
321c3236-22b3-4a58-99a7-5aaadeedae21,CUST1041,87.09,Bill Payment,2025-11-18
4899944d-8d9d-413b-81dd-ffdd957e43e1,CUST1041,1668.97,Airtime,2025-06-19
09b47157-84f4-498e-a4b2-f79487f9cdf0,CUST1041,71.92,Transfer,2024-03-18
8842f80b-9646-4b0e-9c3d-ff1efc827f85,CUST1041,1118.45,POS,2024-09-08
bde0fd33-415e-4daa-ad18-dd602073ba9e,CUST1041,1076.44,Bill Payment,2024-02-26
7e556405-0c30-436d-a510-2e6dbe820845,CUST1042,1031.13,POS,2025-01-13
b86c02c4-579d-4e33-8b4c-eadf64b31b27,CUST1042,1311.76,Bill Payment,2025-04-30
1d50583b-60a4-4543-90e8-fb52a6f81e14,CUST1042,1758.81,Bill Payment,2024-03-20
30116090-7b93-4793-b699-88ad931f9d5f,CUST1042,1463.1,Transfer,2025-10-05
b1f66d75-2c4b-4add-a196-6ef1a86b7757,CUST1042,1935.75,Transfer,2024-05-15
b42b2dd0-e4d1-46d1-9ab0-9384310f7701,CUST1042,143.23,Airtime,2025-10-26
091e9f9a-9f0f-412e-b140-5dbae74ef5ef,CUST1042,1063.75,POS,2024-04-09
4bc10a93-d743-4005-a228-53b1c832796b,CUST1042,1741.71,Transfer,2025-11-23
647791ec-5ba9-4603-98fb-392b3507c765,CUST1042,992.65,Bill Payment,2024-10-27
18dc6605-9726-49cb-8654-92b99e5f5a38,CUST1042,534.87,POS,2025-11-19
cdd44348-2691-4337-ad80-0eb662a43c92,CUST1042,941.22,Transfer,2024-11-06
ef5b5c1d-1cdd-440b-a382-b2dee3dcd36d,CUST1042,219.99,Transfer,2024-01-03
fca7579d-6850-4d24-b313-0a2daa0cbcbf,CUST1042,880.05,Bill Payment,2025-04-11
44e82241-7c5d-4f07-b90b-fb3379cf9a56,CUST1042,494.58,Transfer,2025-08-25
da9cd851-2c7b-4943-a65b-ad03c89b31e1,CUST1042,1928.42,Transfer,2024-05-16
4ce46fdb-2cf7-44e1-9822-3fc65abdc514,CUST1042,1446.15,Bill Payment,2024-04-18
abfaf7e9-3a60-4117-ac9f-f74378adf6ba,CUST1043,1593.41,Airtime,2024-08-21
05f9280e-2179-4cd3-9fa7-323604c18a17,CUST1043,1426.98,Transfer,2025-10-28
e89d9773-cf5d-4ad3-8ae9-616f5a369c31,CUST1043,1462.1,Airtime,2025-04-24
4e6c5ecf-d2fa-4287-bd5d-ce40ce51875a,CUST1043,41.1,Transfer,2025-06-05
c53a1cbf-7511-4fd5-8d1d-d9ec37414dcb,CUST1043,1189.74,Bill Payment,2025-04-26
e9ee2c9b-4201-4cb0-93c6-236c180bc0b3,CUST1043,658.28,Bill Payment,2024-06-29
c24ca60d-2429-49ea-8f05-90fcb8e7e27e,CUST1043,1390.61,POS,2024-02-29
3943fdc3-c372-4edc-af0d-fcdb5b85e16d,CUST1043,217.62,POS,2023-12-20
8fa06148-9598-4e55-a4c5-34acd5492b17,CUST1043,827.95,POS,2025-06-10
c95fcff0-c685-4c4c-8261-3423006797e0,CUST1043,482.72,Transfer,2024-07-30
bfe86dc5-a41d-422a-b22d-19ce8ca9024d,CUST1043,263.77,Airtime,2024-02-03
d9896db3-328c-4c46-b002-2be7a91ca523,CUST1043,521.45,Transfer,2025-09-04
8c98dbe4-948b-41ac-9b7d-023903b5ae4b,CUST1043,566.23,Bill Payment,2024-02-12
9337bc55-d913-4389-aac5-9f48256a9882,CUST1043,480.89,POS,2024-06-09
70e24ab7-9b9b-4284-b4d8-eb469bbc225a,CUST1043,483.79,Transfer,2025-09-03
053a7132-4296-4413-a8d3-60aacaf77008,CUST1043,515.0,POS,2025-10-28
be3fcd73-60e2-4467-8e1d-bafe819d8844,CUST1043,651.42,Transfer,2025-09-12
e2f89828-2c90-4821-8422-5751cf5c890b,CUST1043,331.19,Bill Payment,2023-12-16
1f91e859-ca61-4270-b7a7-6c58d6431e0d,CUST1043,967.93,Airtime,2025-03-24
41fa1821-b090-4a33-b05b-e8d3599569b5,CUST1043,7.77,Bill Payment,2024-07-10
8885ef04-5bf6-4386-8c94-7bd1b556c1fb,CUST1043,1610.22,Transfer,2024-11-05
019ac19a-34a8-4334-ab82-4e3c1b252280,CUST1043,237.05,Bill Payment,2025-04-13
bf75f107-02e7-4e94-9bf9-4464a59bc9ef,CUST1044,307.3,Transfer,2025-11-27
e4baa37b-e93d-479e-843d-d23cc56c4db4,CUST1044,1244.07,Bill Payment,2024-09-30
554c7206-053c-4f1f-b202-e344eebc754f,CUST1044,595.54,POS,2024-04-02
a448c67e-9bf9-4f24-98aa-a2902c8e1f0f,CUST1044,1740.76,Transfer,2024-11-17
3cde1198-e727-4109-9460-c2b131184398,CUST1044,1075.23,POS,2024-12-04
7a1ef010-6393-4c66-9364-b9f8c72e11e3,CUST1044,192.38,POS,2025-06-19
d99f8d00-17e0-4639-bbde-f0b2e148fbc7,CUST1044,987.3,Transfer,2025-02-06
a81465e3-eb26-4190-addc-985d03822b96,CUST1044,662.61,POS,2025-10-06
fd61f368-f2b4-4ca9-a907-e9b890e3e46e,CUST1044,1261.66,POS,2023-12-17
e604e1a6-eb8f-40eb-9811-5ee4325cd0e0,CUST1044,948.74,POS,2025-05-23
03cb51e8-d4aa-45c9-af13-cda9f83aef61,CUST1044,1312.63,POS,2024-01-01
bb67fff5-ef7e-4ff7-831d-1a4b401f0eaf,CUST1044,10.11,Bill Payment,2024-02-24
1c05b358-f2fa-4087-a29e-c2566bd15536,CUST1044,399.62,Airtime,2025-09-04
4dbfde26-f416-4fff-a89b-8516741d7fa0,CUST1044,1723.56,Bill Payment,2024-03-15
c2cfe202-1fe6-454e-a4a8-b5f177a475b0,CUST1044,1850.05,POS,2025-10-20
3f2a2fa5-45aa-4de2-b7f3-59ed38313990,CUST1044,1741.55,Transfer,2025-01-04
340d50b2-2bb2-42c1-9a2b-1548341fdcee,CUST1044,1494.2,Airtime,2025-08-28
c9a03d9d-aa2e-4730-9112-205528999b00,CUST1045,1392.98,Transfer,2024-01-21
639be253-044d-4095-9ca4-29fdeadd404d,CUST1045,1891.86,Airtime,2023-12-10
898eeac2-8dd2-440a-b346-1bdebd56ff5a,CUST1045,244.74,Airtime,2024-10-10
b557a4d9-1d00-4408-8424-601d11b3d272,CUST1045,6.86,Bill Payment,2025-03-08
c8af6b2f-7112-451a-ba59-9428d5b467d8,CUST1045,611.66,POS,2025-10-31
2845bfb9-cb3c-448e-bafc-736fc8072e94,CUST1045,594.05,Bill Payment,2024-03-06
62f85ef4-6e38-4ae9-97a1-a9a1c9980859,CUST1045,1994.12,Transfer,2025-04-03
8f41c17a-7e1b-4636-ab6b-5a85f9eebe86,CUST1045,1342.81,POS,2024-05-14
417fe11d-8b62-46af-91fe-6ea74c41aa10,CUST1045,739.13,POS,2025-06-22
437948e9-9a9d-4904-8fca-798c7f1017cd,CUST1045,1535.08,Transfer,2024-07-22
a7bd7148-2f25-4a0d-bc29-6c83c8a91094,CUST1045,1768.94,Transfer,2024-07-19
ec9da588-166b-468a-9384-20ba0f5cdca6,CUST1045,1457.04,Bill Payment,2025-01-09
ad4ba547-60e1-4435-8398-b89f3deddf40,CUST1045,1646.27,Transfer,2025-05-26
32c0a339-b1e1-425e-9b09-761e937be349,CUST1045,178.41,Bill Payment,2024-05-10
99396896-91ef-44b9-9f3c-ad822981fa55,CUST1045,419.62,Bill Payment,2024-08-23
809046fa-aa05-4b3e-8e84-c3f81937e81e,CUST1045,1023.36,Transfer,2024-07-02
e4c45872-e1c6-4c36-a6b0-a7b911b173c9,CUST1045,1954.68,POS,2024-02-29
afd1ebb7-1d1d-46fd-aaa5-49c5903a11a0,CUST1045,1835.99,Bill Payment,2025-05-12
37524b6b-0feb-46c5-9ad8-fbf8f1f60a68,CUST1045,1444.62,Airtime,2025-03-13
657e8ee1-4dc8-4a80-aed8-79d4bdb35d98,CUST1045,1284.23,Bill Payment,2023-12-15
ad93e342-c2b9-4a9a-bdae-b92512e7f085,CUST1045,1085.08,Bill Payment,2024-04-02
59e2ed07-9b45-4435-85e4-2ddadbfb8c0f,CUST1045,591.63,Airtime,2024-02-05
1e20bfe6-2165-4dc5-a8b4-0e64e521eb7f,CUST1045,1194.51,Bill Payment,2025-04-12
8459efd9-62da-459f-9b7b-5ebc776e29d6,CUST1045,1333.98,Bill Payment,2025-11-25
f3f8e741-1a91-442f-9221-e9b80d65c006,CUST1045,1049.94,Bill Payment,2024-03-07
8163e7c4-a67e-4a27-9e3c-9afb252b007f,CUST1045,516.68,Bill Payment,2024-05-08
449cae2e-5316-4f0f-8ee3-7501de8ad50b,CUST1045,571.41,Transfer,2025-03-25
8948f838-822a-4816-bfbb-2b5e4fe47c8e,CUST1045,117.61,Transfer,2025-07-03
053b4318-a087-47c5-9250-78400b091f02,CUST1045,816.14,POS,2023-12-13
7640626d-0ad0-479c-8a63-9575c4e197da,CUST1045,547.88,POS,2025-04-24
c66caf01-f0ad-4001-9c79-ac573519cedc,CUST1045,174.36,Airtime,2025-09-21
67270b1d-3a3a-4654-9bdb-a033cb60d8e1,CUST1045,1642.09,Airtime,2025-04-20
e5e709da-99b7-4829-b6d5-7416bd047b06,CUST1045,1253.57,Bill Payment,2023-12-09
1a13a1af-5ad6-4a41-a82a-7ef2aa50e2e3,CUST1046,470.84,Bill Payment,2024-03-30
d83ff720-1119-44f8-b8dd-f612ff37455f,CUST1046,896.69,Transfer,2024-04-30
e2cb04a1-19f7-415f-a620-9c30586dc805,CUST1046,51.2,Airtime,2025-04-27
e1c6c101-0706-4643-a431-56b0d37ef573,CUST1046,829.09,Transfer,2025-03-17
1c00c77b-227d-4225-ac0e-c62dff71d7c3,CUST1046,1741.68,POS,2025-05-20
dbf9ea66-41b6-421b-8be0-64d73ebba418,CUST1046,1974.38,POS,2025-07-08
f3a2981e-1508-431b-95ca-691803e0f2df,CUST1046,492.73,Bill Payment,2025-11-02
3036896b-d3c6-40e5-8d12-3ac808431db7,CUST1046,1710.14,POS,2025-01-19
985f4c9f-5834-462d-a42e-af6ee7d23f6f,CUST1046,661.85,POS,2025-07-29
5b7f0a56-8332-4b63-8beb-27bfffa18c43,CUST1046,123.89,POS,2025-11-20
33ebf0a1-dbe3-4c34-b224-61552df78c6e,CUST1046,1544.96,Airtime,2025-04-12
5c334467-eed9-40dc-b065-c3ed1768e4fd,CUST1046,613.73,Bill Payment,2025-01-11
61b8ad75-5943-48f3-855e-2b212f722012,CUST1046,673.67,Transfer,2025-07-15
e80cc27a-b263-419c-8c80-f9c9a218679a,CUST1046,1035.59,Transfer,2024-08-19
4064ae6e-a84d-4417-ae7d-6055185c289d,CUST1046,1073.49,Transfer,2024-12-16
fadd7240-bb94-4853-aaad-4e39db6eac92,CUST1047,706.58,POS,2025-10-01
c7e0f461-0d1f-4056-b6ee-a727dfcd6652,CUST1047,232.48,Transfer,2024-04-15
e134ebb8-d451-4d97-8ee0-c7e4bfe05679,CUST1047,1833.48,Transfer,2025-06-28
5eb5bb1d-8755-433e-b7ce-fb076a3fbdab,CUST1047,199.57,Airtime,2024-01-20
79713c84-2af4-4f13-b29f-337334091483,CUST1047,1422.41,Transfer,2025-04-16
0c574fa7-d19c-4fdd-9ad7-9bae41cb8d40,CUST1047,1782.8,Airtime,2025-01-14
307dcfff-ef3c-4d00-b135-a8b888f22794,CUST1047,1349.42,Airtime,2024-08-27
920fc019-a5d2-43bc-9bf0-44d44a726b97,CUST1047,1654.82,POS,2024-12-06
7b612705-8211-41b9-b22b-3ca34559b8c9,CUST1047,131.81,Transfer,2025-09-11
143a00ee-9bc1-416a-8cbe-8b169f6cf666,CUST1047,611.1,POS,2024-09-08
1e9d01b7-74fd-4b58-adab-8b1c221b2336,CUST1047,1764.21,POS,2025-05-20
0c95d16f-86b3-4a06-b2c8-ece006dba234,CUST1047,724.28,Airtime,2024-09-30
